Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Zimbabwe,ZWE,2009,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,0.97
Zimbabwe,ZWE,2008,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,0.89
Zimbabwe,ZWE,2007,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,0.88
Zimbabwe,ZWE,2006,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,0.93
Zimbabwe,ZWE,2005,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,0.93
Zimbabwe,ZWE,2004,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,0.92
Zimbabwe,ZWE,2003,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,0.98
Zimbabwe,ZWE,2002,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,1
Zimbabwe,ZWE,2001,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,1.03
Zimbabwe,ZWE,2000,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,1.03
Zimbabwe,ZWE,2020,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.67
Zimbabwe,ZWE,2019,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.63
Zimbabwe,ZWE,2018,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.63
Zimbabwe,ZWE,2017,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.52
Zimbabwe,ZWE,2016,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.56
Zimbabwe,ZWE,2015,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.75
Zimbabwe,ZWE,2014,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.92
Zimbabwe,ZWE,2013,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.07
Zimbabwe,ZWE,2012,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.98
Zimbabwe,ZWE,2011,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.75
Zimbabwe,ZWE,2010,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.31
Zimbabwe,ZWE,2009,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.86
Zimbabwe,ZWE,2008,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.63
Zimbabwe,ZWE,2007,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.59
Zimbabwe,ZWE,2006,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.74
Zimbabwe,ZWE,2005,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.75
Zimbabwe,ZWE,2004,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.71
Zimbabwe,ZWE,2003,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.86
Zimbabwe,ZWE,2002,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.92
Zimbabwe,ZWE,2001,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.03
Zimbabwe,ZWE,2000,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.03
Zimbabwe,ZWE,2020,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,4.82
Zimbabwe,ZWE,2019,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,6.52
Zimbabwe,ZWE,2018,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,6.52
Zimbabwe,ZWE,2017,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,6.33
Zimbabwe,ZWE,2016,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,6.41
Zimbabwe,ZWE,2015,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,6.74
Zimbabwe,ZWE,2014,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,7.06
Zimbabwe,ZWE,2013,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,7.33
Zimbabwe,ZWE,2012,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,7.17
Zimbabwe,ZWE,2011,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,6.75
Zimbabwe,ZWE,2010,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,5.97
Zimbabwe,ZWE,2009,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,5.14
Zimbabwe,ZWE,2008,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,4.74
Zimbabwe,ZWE,2007,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,4.64
Zimbabwe,ZWE,2006,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,4.9
Zimbabwe,ZWE,2005,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,4.91
Zimbabwe,ZWE,2004,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,4.84
Zimbabwe,ZWE,2003,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,5.09
Zimbabwe,ZWE,2002,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,5.17
Zimbabwe,ZWE,2001,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,5.36
Zimbabwe,ZWE,2000,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,5.36
Zimbabwe,ZWE,2019,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,28.9
Zimbabwe,ZWE,2018,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,28.8
Zimbabwe,ZWE,2017,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,28.8
Zimbabwe,ZWE,2016,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,28.9
Zimbabwe,ZWE,2015,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,29.1
Zimbabwe,ZWE,2014,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,29.3
Zimbabwe,ZWE,2013,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,29.6
Zimbabwe,ZWE,2012,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,30
Zimbabwe,ZWE,2011,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,30.4
Zimbabwe,ZWE,2010,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,30.9
Zimbabwe,ZWE,2009,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,31.4
Zimbabwe,ZWE,2008,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,31.9
Zimbabwe,ZWE,2007,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,32.2
Zimbabwe,ZWE,2006,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,32.6
Zimbabwe,ZWE,2005,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,32.8
Zimbabwe,ZWE,2004,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,32.9
Zimbabwe,ZWE,2003,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,33.1
Zimbabwe,ZWE,2002,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,33.2
Zimbabwe,ZWE,2001,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,33.5
Zimbabwe,ZWE,2000,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,33.9
Zimbabwe,ZWE,2019,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,37.8
Zimbabwe,ZWE,2018,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,38.5
Zimbabwe,ZWE,2017,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,39.6
Zimbabwe,ZWE,2016,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,40.5
Zimbabwe,ZWE,2015,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,41.7
Zimbabwe,ZWE,2014,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,42.8
Zimbabwe,ZWE,2013,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,44.3
Zimbabwe,ZWE,2012,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,46.2
Zimbabwe,ZWE,2011,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,48.3
Zimbabwe,ZWE,2010,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,49.8
Zimbabwe,ZWE,2009,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,50.8
Zimbabwe,ZWE,2008,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,51.2
Zimbabwe,ZWE,2007,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,51
Zimbabwe,ZWE,2006,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,50.2
Zimbabwe,ZWE,2005,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,48.9
Zimbabwe,ZWE,2004,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,47.5
Zimbabwe,ZWE,2003,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,45.9
Zimbabwe,ZWE,2002,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,44.2
Zimbabwe,ZWE,2001,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,42.5
Zimbabwe,ZWE,2000,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,41
Zimbabwe,ZWE,2019,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,28.7
Zimbabwe,ZWE,2018,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,28.6
Zimbabwe,ZWE,2017,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,28.6
Zimbabwe,ZWE,2016,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,28.7
Zimbabwe,ZWE,2015,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,28.8
Zimbabwe,ZWE,2014,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,29
Zimbabwe,ZWE,2013,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,29.3
Zimbabwe,ZWE,2012,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,29.7
Zimbabwe,ZWE,2011,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,30.1
Zimbabwe,ZWE,2010,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,30.6
Zimbabwe,ZWE,2009,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,31.1
Zimbabwe,ZWE,2008,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,31.6
Zimbabwe,ZWE,2007,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,32.1
Zimbabwe,ZWE,2006,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,32.4
Zimbabwe,ZWE,2005,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,32.7
Zimbabwe,ZWE,2004,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,32.8
Zimbabwe,ZWE,2003,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,33
Zimbabwe,ZWE,2002,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,33.2
Zimbabwe,ZWE,2001,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,33.6
Zimbabwe,ZWE,2000,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,33.9
Zimbabwe,ZWE,2014,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,43.4
Zimbabwe,ZWE,2011,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,12.1
Zimbabwe,ZWE,2006,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,8.6
Zimbabwe,ZWE,1999,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,11.3
Zimbabwe,ZWE,1994,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,12.4
Zimbabwe,ZWE,2014,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,64.6
Zimbabwe,ZWE,2011,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,51.8
Zimbabwe,ZWE,2006,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,51.6
Zimbabwe,ZWE,1999,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,55.7
Zimbabwe,ZWE,1994,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,48.5
Zimbabwe,ZWE,2019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,47.6473006196949
Zimbabwe,ZWE,2015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,51.2479086872291
Zimbabwe,ZWE,2010,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,61.9820966392934
Zimbabwe,ZWE,2000,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,78.6371093809819
Zimbabwe,ZWE,2023,Number of infant deaths,SH.DTH.IMRT,20006
Zimbabwe,ZWE,2022,Number of infant deaths,SH.DTH.IMRT,20646
Zimbabwe,ZWE,2021,Number of infant deaths,SH.DTH.IMRT,20998
Zimbabwe,ZWE,2020,Number of infant deaths,SH.DTH.IMRT,21310
Zimbabwe,ZWE,2019,Number of infant deaths,SH.DTH.IMRT,21577
Zimbabwe,ZWE,2018,Number of infant deaths,SH.DTH.IMRT,22145
Zimbabwe,ZWE,2017,Number of infant deaths,SH.DTH.IMRT,23129
Zimbabwe,ZWE,2016,Number of infant deaths,SH.DTH.IMRT,24300
Zimbabwe,ZWE,2015,Number of infant deaths,SH.DTH.IMRT,25943
Zimbabwe,ZWE,2014,Number of infant deaths,SH.DTH.IMRT,27465
Zimbabwe,ZWE,2013,Number of infant deaths,SH.DTH.IMRT,29332
Zimbabwe,ZWE,2012,Number of infant deaths,SH.DTH.IMRT,30867
Zimbabwe,ZWE,2011,Number of infant deaths,SH.DTH.IMRT,32777
Zimbabwe,ZWE,2010,Number of infant deaths,SH.DTH.IMRT,33376
Zimbabwe,ZWE,2009,Number of infant deaths,SH.DTH.IMRT,33688
Zimbabwe,ZWE,2008,Number of infant deaths,SH.DTH.IMRT,32887
Zimbabwe,ZWE,2007,Number of infant deaths,SH.DTH.IMRT,31854
Zimbabwe,ZWE,2006,Number of infant deaths,SH.DTH.IMRT,30623
Zimbabwe,ZWE,2005,Number of infant deaths,SH.DTH.IMRT,29526
Zimbabwe,ZWE,2004,Number of infant deaths,SH.DTH.IMRT,28525
Zimbabwe,ZWE,2003,Number of infant deaths,SH.DTH.IMRT,26865
Zimbabwe,ZWE,2002,Number of infant deaths,SH.DTH.IMRT,25340
Zimbabwe,ZWE,2001,Number of infant deaths,SH.DTH.IMRT,26225
Zimbabwe,ZWE,2000,Number of infant deaths,SH.DTH.IMRT,24957
Zimbabwe,ZWE,1999,Number of infant deaths,SH.DTH.IMRT,23692
Zimbabwe,ZWE,1998,Number of infant deaths,SH.DTH.IMRT,22513
Zimbabwe,ZWE,1997,Number of infant deaths,SH.DTH.IMRT,21475
Zimbabwe,ZWE,1996,Number of infant deaths,SH.DTH.IMRT,20591
Zimbabwe,ZWE,1995,Number of infant deaths,SH.DTH.IMRT,19942
Zimbabwe,ZWE,1994,Number of infant deaths,SH.DTH.IMRT,19500
Zimbabwe,ZWE,1993,Number of infant deaths,SH.DTH.IMRT,19466
Zimbabwe,ZWE,1992,Number of infant deaths,SH.DTH.IMRT,19362
Zimbabwe,ZWE,1991,Number of infant deaths,SH.DTH.IMRT,18979
Zimbabwe,ZWE,1990,Number of infant deaths,SH.DTH.IMRT,18803
Zimbabwe,ZWE,1989,Number of infant deaths,SH.DTH.IMRT,18895
Zimbabwe,ZWE,1988,Number of infant deaths,SH.DTH.IMRT,19275
Zimbabwe,ZWE,1987,Number of infant deaths,SH.DTH.IMRT,19939
Zimbabwe,ZWE,1986,Number of infant deaths,SH.DTH.IMRT,20720
Zimbabwe,ZWE,1985,Number of infant deaths,SH.DTH.IMRT,21723
Zimbabwe,ZWE,1984,Number of infant deaths,SH.DTH.IMRT,22791
Zimbabwe,ZWE,1983,Number of infant deaths,SH.DTH.IMRT,23681
Zimbabwe,ZWE,1982,Number of infant deaths,SH.DTH.IMRT,24216
Zimbabwe,ZWE,1981,Number of infant deaths,SH.DTH.IMRT,23667
Zimbabwe,ZWE,1980,Number of infant deaths,SH.DTH.IMRT,22680
Zimbabwe,ZWE,1979,Number of infant deaths,SH.DTH.IMRT,22414
Zimbabwe,ZWE,1978,Number of infant deaths,SH.DTH.IMRT,22022
Zimbabwe,ZWE,1977,Number of infant deaths,SH.DTH.IMRT,21260
Zimbabwe,ZWE,1976,Number of infant deaths,SH.DTH.IMRT,20339
Zimbabwe,ZWE,1975,Number of infant deaths,SH.DTH.IMRT,19361
Zimbabwe,ZWE,1974,Number of infant deaths,SH.DTH.IMRT,18409
Zimbabwe,ZWE,1973,Number of infant deaths,SH.DTH.IMRT,17548
Zimbabwe,ZWE,1972,Number of infant deaths,SH.DTH.IMRT,16718
Zimbabwe,ZWE,1971,Number of infant deaths,SH.DTH.IMRT,16047
Zimbabwe,ZWE,1970,Number of infant deaths,SH.DTH.IMRT,15528
Zimbabwe,ZWE,1969,Number of infant deaths,SH.DTH.IMRT,15123
Zimbabwe,ZWE,1968,Number of infant deaths,SH.DTH.IMRT,14856
Zimbabwe,ZWE,1967,Number of infant deaths,SH.DTH.IMRT,14657
Zimbabwe,ZWE,1966,Number of infant deaths,SH.DTH.IMRT,14546
Zimbabwe,ZWE,1965,Number of infant deaths,SH.DTH.IMRT,14471
Zimbabwe,ZWE,1964,Number of infant deaths,SH.DTH.IMRT,14387
Zimbabwe,ZWE,1963,Number of infant deaths,SH.DTH.IMRT,14323
Zimbabwe,ZWE,1962,Number of infant deaths,SH.DTH.IMRT,14237
Zimbabwe,ZWE,1961,Number of infant deaths,SH.DTH.IMRT,14115
Zimbabwe,ZWE,1960,Number of infant deaths,SH.DTH.IMRT,13986
Zimbabwe,ZWE,2019,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,13.0944706390617
Zimbabwe,ZWE,2015,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.8055429375437
