Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Bangladesh,BGD,2001,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,0.0009
Bangladesh,BGD,2000,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,0.0009
Bangladesh,BGD,2020,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.092
Bangladesh,BGD,2019,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.005
Bangladesh,BGD,2018,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.005
Bangladesh,BGD,2017,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.005
Bangladesh,BGD,2016,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.005
Bangladesh,BGD,2015,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.005
Bangladesh,BGD,2014,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.005
Bangladesh,BGD,2013,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.005
Bangladesh,BGD,2012,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.005
Bangladesh,BGD,2011,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.004
Bangladesh,BGD,2010,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.004
Bangladesh,BGD,2009,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.004
Bangladesh,BGD,2008,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.004
Bangladesh,BGD,2007,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.004
Bangladesh,BGD,2006,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.003
Bangladesh,BGD,2005,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.002
Bangladesh,BGD,2004,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.002
Bangladesh,BGD,2003,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.003
Bangladesh,BGD,2002,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.003
Bangladesh,BGD,2001,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.004
Bangladesh,BGD,2000,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.004
Bangladesh,BGD,2020,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.16
Bangladesh,BGD,2019,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.009
Bangladesh,BGD,2018,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.009
Bangladesh,BGD,2017,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.009
Bangladesh,BGD,2016,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.009
Bangladesh,BGD,2015,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.009
Bangladesh,BGD,2014,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.008
Bangladesh,BGD,2013,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.008
Bangladesh,BGD,2012,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.008
Bangladesh,BGD,2011,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.008
Bangladesh,BGD,2010,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.007
Bangladesh,BGD,2009,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.006
Bangladesh,BGD,2008,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.007
Bangladesh,BGD,2007,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.007
Bangladesh,BGD,2006,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.005
Bangladesh,BGD,2005,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.004
Bangladesh,BGD,2004,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.004
Bangladesh,BGD,2003,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.005
Bangladesh,BGD,2002,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.005
Bangladesh,BGD,2001,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.006
Bangladesh,BGD,2000,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.006
Bangladesh,BGD,2019,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,36.7
Bangladesh,BGD,2018,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,36.4
Bangladesh,BGD,2017,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,36.2
Bangladesh,BGD,2016,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,36
Bangladesh,BGD,2015,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.9
Bangladesh,BGD,2014,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.8
Bangladesh,BGD,2013,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.7
Bangladesh,BGD,2012,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.7
Bangladesh,BGD,2011,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.7
Bangladesh,BGD,2010,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.7
Bangladesh,BGD,2009,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.7
Bangladesh,BGD,2008,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.8
Bangladesh,BGD,2007,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.8
Bangladesh,BGD,2006,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.8
Bangladesh,BGD,2005,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.8
Bangladesh,BGD,2004,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.7
Bangladesh,BGD,2003,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.6
Bangladesh,BGD,2002,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.5
Bangladesh,BGD,2001,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.5
Bangladesh,BGD,2000,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.6
Bangladesh,BGD,2019,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,43.1
Bangladesh,BGD,2018,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,43.1
Bangladesh,BGD,2017,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,43.3
Bangladesh,BGD,2016,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,43.5
Bangladesh,BGD,2015,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,43.8
Bangladesh,BGD,2014,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,44
Bangladesh,BGD,2013,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,44.4
Bangladesh,BGD,2012,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,44.9
Bangladesh,BGD,2011,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,45.4
Bangladesh,BGD,2010,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,46.1
Bangladesh,BGD,2009,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,46.8
Bangladesh,BGD,2008,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,47.7
Bangladesh,BGD,2007,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,48.6
Bangladesh,BGD,2006,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,49.6
Bangladesh,BGD,2005,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,50.6
Bangladesh,BGD,2004,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,51.7
Bangladesh,BGD,2003,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,52.7
Bangladesh,BGD,2002,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,53.9
Bangladesh,BGD,2001,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,55.2
Bangladesh,BGD,2000,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,56.6
Bangladesh,BGD,2019,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,36.5
Bangladesh,BGD,2018,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,36.2
Bangladesh,BGD,2017,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.9
Bangladesh,BGD,2016,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.7
Bangladesh,BGD,2015,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.5
Bangladesh,BGD,2014,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.4
Bangladesh,BGD,2013,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.3
Bangladesh,BGD,2012,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.3
Bangladesh,BGD,2011,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.2
Bangladesh,BGD,2010,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.2
Bangladesh,BGD,2009,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.2
Bangladesh,BGD,2008,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.2
Bangladesh,BGD,2007,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.3
Bangladesh,BGD,2006,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.2
Bangladesh,BGD,2005,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.1
Bangladesh,BGD,2004,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35
Bangladesh,BGD,2003,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,34.8
Bangladesh,BGD,2002,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,34.7
Bangladesh,BGD,2001,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,34.6
Bangladesh,BGD,2000,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,34.7
Bangladesh,BGD,2019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,22.6128372233556
Bangladesh,BGD,2015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,28.8076630750759
Bangladesh,BGD,2010,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,32.9783972251383
Bangladesh,BGD,2000,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,50.2466530618096
Bangladesh,BGD,2023,Number of infant deaths,SH.DTH.IMRT,84651
Bangladesh,BGD,2022,Number of infant deaths,SH.DTH.IMRT,83824
Bangladesh,BGD,2021,Number of infant deaths,SH.DTH.IMRT,82914
Bangladesh,BGD,2020,Number of infant deaths,SH.DTH.IMRT,82854
Bangladesh,BGD,2019,Number of infant deaths,SH.DTH.IMRT,83641
Bangladesh,BGD,2018,Number of infant deaths,SH.DTH.IMRT,85485
Bangladesh,BGD,2017,Number of infant deaths,SH.DTH.IMRT,88575
Bangladesh,BGD,2016,Number of infant deaths,SH.DTH.IMRT,92372
Bangladesh,BGD,2015,Number of infant deaths,SH.DTH.IMRT,95970
Bangladesh,BGD,2014,Number of infant deaths,SH.DTH.IMRT,100141
Bangladesh,BGD,2013,Number of infant deaths,SH.DTH.IMRT,104564
Bangladesh,BGD,2012,Number of infant deaths,SH.DTH.IMRT,109288
Bangladesh,BGD,2011,Number of infant deaths,SH.DTH.IMRT,115729
Bangladesh,BGD,2010,Number of infant deaths,SH.DTH.IMRT,124031
Bangladesh,BGD,2009,Number of infant deaths,SH.DTH.IMRT,133234
Bangladesh,BGD,2008,Number of infant deaths,SH.DTH.IMRT,142746
Bangladesh,BGD,2007,Number of infant deaths,SH.DTH.IMRT,152490
Bangladesh,BGD,2006,Number of infant deaths,SH.DTH.IMRT,162699
Bangladesh,BGD,2005,Number of infant deaths,SH.DTH.IMRT,174133
Bangladesh,BGD,2004,Number of infant deaths,SH.DTH.IMRT,186207
Bangladesh,BGD,2003,Number of infant deaths,SH.DTH.IMRT,198385
Bangladesh,BGD,2002,Number of infant deaths,SH.DTH.IMRT,211071
Bangladesh,BGD,2001,Number of infant deaths,SH.DTH.IMRT,223248
Bangladesh,BGD,2000,Number of infant deaths,SH.DTH.IMRT,234572
Bangladesh,BGD,1999,Number of infant deaths,SH.DTH.IMRT,245814
Bangladesh,BGD,1998,Number of infant deaths,SH.DTH.IMRT,256961
Bangladesh,BGD,1997,Number of infant deaths,SH.DTH.IMRT,265332
Bangladesh,BGD,1996,Number of infant deaths,SH.DTH.IMRT,273577
Bangladesh,BGD,1995,Number of infant deaths,SH.DTH.IMRT,286337
Bangladesh,BGD,1994,Number of infant deaths,SH.DTH.IMRT,299264
Bangladesh,BGD,1993,Number of infant deaths,SH.DTH.IMRT,313229
Bangladesh,BGD,1992,Number of infant deaths,SH.DTH.IMRT,331746
Bangladesh,BGD,1991,Number of infant deaths,SH.DTH.IMRT,352716
Bangladesh,BGD,1990,Number of infant deaths,SH.DTH.IMRT,373002
Bangladesh,BGD,1989,Number of infant deaths,SH.DTH.IMRT,389160
Bangladesh,BGD,1988,Number of infant deaths,SH.DTH.IMRT,406194
Bangladesh,BGD,1987,Number of infant deaths,SH.DTH.IMRT,425488
Bangladesh,BGD,1986,Number of infant deaths,SH.DTH.IMRT,444185
Bangladesh,BGD,1985,Number of infant deaths,SH.DTH.IMRT,461496
Bangladesh,BGD,1984,Number of infant deaths,SH.DTH.IMRT,475198
Bangladesh,BGD,1983,Number of infant deaths,SH.DTH.IMRT,488974
Bangladesh,BGD,1982,Number of infant deaths,SH.DTH.IMRT,500050
Bangladesh,BGD,1981,Number of infant deaths,SH.DTH.IMRT,506360
Bangladesh,BGD,1980,Number of infant deaths,SH.DTH.IMRT,511870
Bangladesh,BGD,1979,Number of infant deaths,SH.DTH.IMRT,515632
Bangladesh,BGD,1978,Number of infant deaths,SH.DTH.IMRT,519238
Bangladesh,BGD,1977,Number of infant deaths,SH.DTH.IMRT,521875
Bangladesh,BGD,1976,Number of infant deaths,SH.DTH.IMRT,521702
Bangladesh,BGD,1975,Number of infant deaths,SH.DTH.IMRT,519674
Bangladesh,BGD,1974,Number of infant deaths,SH.DTH.IMRT,513630
Bangladesh,BGD,1973,Number of infant deaths,SH.DTH.IMRT,504387
Bangladesh,BGD,1972,Number of infant deaths,SH.DTH.IMRT,487700
Bangladesh,BGD,1971,Number of infant deaths,SH.DTH.IMRT,662181
Bangladesh,BGD,1970,Number of infant deaths,SH.DTH.IMRT,520642
Bangladesh,BGD,1969,Number of infant deaths,SH.DTH.IMRT,456294
Bangladesh,BGD,1968,Number of infant deaths,SH.DTH.IMRT,446491
Bangladesh,BGD,1967,Number of infant deaths,SH.DTH.IMRT,438928
Bangladesh,BGD,1966,Number of infant deaths,SH.DTH.IMRT,433687
Bangladesh,BGD,1965,Number of infant deaths,SH.DTH.IMRT,431801
Bangladesh,BGD,1964,Number of infant deaths,SH.DTH.IMRT,431944
Bangladesh,BGD,1963,Number of infant deaths,SH.DTH.IMRT,433754
Bangladesh,BGD,1962,Number of infant deaths,SH.DTH.IMRT,434726
Bangladesh,BGD,1961,Number of infant deaths,SH.DTH.IMRT,434142
Bangladesh,BGD,1960,Number of infant deaths,SH.DTH.IMRT,432705
Bangladesh,BGD,2019,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.13149266345035
Bangladesh,BGD,2015,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.48848529773928
Bangladesh,BGD,2010,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.59040285131126
Bangladesh,BGD,2000,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.64088937832296
Bangladesh,BGD,2023,Number of under-five deaths,SH.DTH.MORT,105531
Bangladesh,BGD,2022,Number of under-five deaths,SH.DTH.MORT,104787
Bangladesh,BGD,2021,Number of under-five deaths,SH.DTH.MORT,104163
Bangladesh,BGD,2020,Number of under-five deaths,SH.DTH.MORT,104622
Bangladesh,BGD,2019,Number of under-five deaths,SH.DTH.MORT,106189
Bangladesh,BGD,2018,Number of under-five deaths,SH.DTH.MORT,109098
Bangladesh,BGD,2017,Number of under-five deaths,SH.DTH.MORT,113521
Bangladesh,BGD,2016,Number of under-five deaths,SH.DTH.MORT,118859
Bangladesh,BGD,2015,Number of under-five deaths,SH.DTH.MORT,124345
Bangladesh,BGD,2014,Number of under-five deaths,SH.DTH.MORT,130760
Bangladesh,BGD,2013,Number of under-five deaths,SH.DTH.MORT,137841
Bangladesh,BGD,2012,Number of under-five deaths,SH.DTH.MORT,145606
Bangladesh,BGD,2011,Number of under-five deaths,SH.DTH.MORT,155425
Bangladesh,BGD,2010,Number of under-five deaths,SH.DTH.MORT,167323
Bangladesh,BGD,2009,Number of under-five deaths,SH.DTH.MORT,180449
Bangladesh,BGD,2008,Number of under-five deaths,SH.DTH.MORT,194289
Bangladesh,BGD,2007,Number of under-five deaths,SH.DTH.MORT,208826
Bangladesh,BGD,2006,Number of under-five deaths,SH.DTH.MORT,224232
Bangladesh,BGD,2005,Number of under-five deaths,SH.DTH.MORT,241177
Bangladesh,BGD,2004,Number of under-five deaths,SH.DTH.MORT,258947
Bangladesh,BGD,2003,Number of under-five deaths,SH.DTH.MORT,276976
Bangladesh,BGD,2002,Number of under-five deaths,SH.DTH.MORT,295739
Bangladesh,BGD,2001,Number of under-five deaths,SH.DTH.MORT,314068
Bangladesh,BGD,2000,Number of under-five deaths,SH.DTH.MORT,331774
Bangladesh,BGD,1999,Number of under-five deaths,SH.DTH.MORT,349936
Bangladesh,BGD,1998,Number of under-five deaths,SH.DTH.MORT,368516
Bangladesh,BGD,1997,Number of under-five deaths,SH.DTH.MORT,385139
